username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
MPEx1,2012-08-21 17:57,0,0,"5`100 S.MPOE @0.00038581BTC = 1.96763100BTC (= 19.74 USD). #trade #bitcoin #btc #stocks",,@0,#trade #bitcoin #btc #stocks,"238062193717944321",https://twitter.com/MPEx1/status/238062193717944321
MPEx1,2012-08-21 17:50,0,0,"5`293 S.MPOE @0.00040249BTC = 2.13037957BTC (= 21.37 USD). #trade #bitcoin #btc #stocks",,@0,#trade #bitcoin #btc #stocks,"238060425273540608",https://twitter.com/MPEx1/status/238060425273540608
MPEx1,2012-08-21 17:50,0,0,"4`917 S.MPOE @0.00040178BTC = 1.97555226BTC (= 19.81 USD). #trade #bitcoin #btc #stocks",,@0,#trade #bitcoin #btc #stocks,"238060423008628736",https://twitter.com/MPEx1/status/238060423008628736
Bittirahafi,2012-08-21 17:34,0,0,"Preorder Bitcoin Mastercard! http:// bit.ly/O0adYp #bitcoin",,,#bitcoin,"238056541436129280",https://twitter.com/Bittirahafi/status/238056541436129280
BitcoinFS,2012-08-21 17:07,0,0,"Four short links: 20 August 2012 – O’Reilly Radar http:// j.mp/PDzJ5E #bitcoin",,,#bitcoin,"238049599292592129",https://twitter.com/BitcoinFS/status/238049599292592129
AddisonPWhite,2012-08-21 17:06,0,0,"Just got free bitcoins! #bitcoin http:// bit.ly/RdXLoX",,,#bitcoin,"238049382556119042",https://twitter.com/AddisonPWhite/status/238049382556119042
BitcoinWatch,2012-08-21 17:00,0,0,"Bitcoin prices @VirWoX : USD: 9.36/9.77, EUR: 7.59/7.89, GBP: 5.64/6.10, CHF: 8.99/9.55, SLL: 2480/2540 http:// bit.ly/Bitcoin #bitcoin",,@VirWoX,#bitcoin,"238047841635946496",https://twitter.com/BitcoinWatch/status/238047841635946496
AllBitCoinPools,2012-08-21 16:58,0,0,"PolMine: polandleaks ? http:// bit.ly/SPEuHJ #bitcoin #mining",,,#bitcoin #mining,"238047534910685184",https://twitter.com/AllBitCoinPools/status/238047534910685184
MarcHochstein,2012-08-21 16:56,1,0,"Sent 1.776 BTC to @FreeTalkLive tip jar. Looking forward to talking #bitcoin @BitInstant-hosted Meetup in NYC tomorrow http:// bit.ly/RADJHD",,@FreeTalkLive @BitInstant,#bitcoin,"238046839985823744",https://twitter.com/MarcHochstein/status/238046839985823744
redtidal,2012-08-21 16:44,0,0,"Virtual currency enters real world: #BitCoin debit card to launch in two months. http:// engt.co/PuVXHM",,,#BitCoin,"238043854069170177",https://twitter.com/redtidal/status/238043854069170177
Packetknife,2012-08-21 16:41,0,0,"#Bitcoin company says debit cards coming in two months http:// foxx.packetknife.com/3he5f!t",,,#Bitcoin,"238043057310822401",https://twitter.com/Packetknife/status/238043057310822401
bitcoin_trades,2012-08-21 16:13,0,0,"#Bitcoin Rates for BTC/LREUR: bid 7.71, ask 8.36, vol 4.81 -- 22.08.12 01:00 http:// dlvr.it/22HLmJ",,,#Bitcoin,"238036079704436736",https://twitter.com/bitcoin_trades/status/238036079704436736
bitcoin_trades,2012-08-21 16:13,0,0,"#Bitcoin Rates for BTC/RUR_Yandex: bid 135.00, ask 0.00, vol 14.51 -- 22.08.12 01:00 http:// dlvr.it/22HLm1",,,#Bitcoin,"238036077175267328",https://twitter.com/bitcoin_trades/status/238036077175267328
bitcoinsonebay,2012-08-21 16:08,0,0,"Sappire Radeon 6850 1GB w/ Accelero Cooler http:// goo.gl/fb/BMLaq #bitcoin",,,#bitcoin,"238034787439374337",https://twitter.com/bitcoinsonebay/status/238034787439374337
bitcoinsonebay,2012-08-21 16:08,0,0,"New Grande 16oz Customizable Starbucks Clear Iced "Cold To Go" Travel Tumbler http:// goo.gl/fb/SScLS #bitcoin",,,#bitcoin,"238034785996533760",https://twitter.com/bitcoinsonebay/status/238034785996533760
bitcoinsonebay,2012-08-21 16:08,0,0,"0.1 BitCoins BTC Digital Currency http:// goo.gl/fb/aaIUy #bitcoin",,,#bitcoin,"238034784545300480",https://twitter.com/bitcoinsonebay/status/238034784545300480
BitcoinFS,2012-08-21 16:06,0,0,"WikiLeaks Bypasses Financial Blockade With Bitcoin – Forbes http:// j.mp/Ovn8jI #bitcoin",,,#bitcoin,"238034250199334913",https://twitter.com/BitcoinFS/status/238034250199334913
BitCoinReporter,2012-08-21 16:05,0,0,"pirateat40 has officially missed a payment http:// bit.ly/MKPvfs #bitcoin",,,#bitcoin,"238034040081485824",https://twitter.com/BitCoinReporter/status/238034040081485824
bitcoin_trades,2012-08-21 16:13,0,0,"#Bitcoin Rates for BTC/LRUSD: bid 7.73, ask 9.44, vol 675.81 -- 22.08.12 01:00 http:// dlvr.it/22HLlD",,,#Bitcoin,"238036074700615680",https://twitter.com/bitcoin_trades/status/238036074700615680
BTCtweetzer,2012-08-21 16:02,0,0,"pirateat40 has officially missed a payment http:// q.gs/1geVw #bitcoin",,,#bitcoin,"238033474311835648",https://twitter.com/BTCtweetzer/status/238033474311835648
randyknobloch,2012-08-21 15:55,0,0,"BitCoin Credit Card Coming Soon http:// goo.gl/mr5IO #BitCoin",,,#BitCoin,"238031506780610560",https://twitter.com/randyknobloch/status/238031506780610560
bitcointrading,2012-08-21 15:50,0,0,"[WTS] Starcraft II 2 Retail Boxed CD Shipped to USA: I have a copy of Starcraft 2 that was bou... http:// bit.ly/SPpfyD #bitcoin #trading",,,#bitcoin #trading,"238030341363871744",https://twitter.com/bitcointrading/status/238030341363871744
BTCGear,2012-08-21 15:40,0,0,"Easy Spendable Bitcoin in the Real World http:// wp.me/p2Exlv-1F #bitcoin #btc",,,#bitcoin #btc,"238027854766567424",https://twitter.com/BTCGear/status/238027854766567424
MegaJayVox,2012-08-21 15:38,0,0,"RT " @emeka_okafor : "How #Bitcoin will enable a low-overhead #p2p economy" http:// bit.ly/NF3hgA "",,@emeka_okafor,#Bitcoin #p2p,"238027245615190016",https://twitter.com/MegaJayVox/status/238027245615190016
qventures,2012-08-21 15:36,1,0,"Coinbase: A modern paypal style payment system for #bitcoin",,,#bitcoin,"238026924591546368",https://twitter.com/qventures/status/238026924591546368
