username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
RomoKnows,2013-11-23 16:59,0,0,"My next project RT" @trutherbot : 1. Buy #bitcoin when it's low. 2. Sell bitcoin when it's high. 3. ???? 4. Profit!"",,@trutherbot,#bitcoin,"404398932148510720",https://twitter.com/RomoKnows/status/404398932148510720
Lars9596,2013-11-23 16:58,1,3,"The price of #Bitcoin is now close to US$ 850. No #bubble here. No bubble, no trouble... BUHAHA BUHAHAHA... #BTC",,,#Bitcoin #bubble #BTC,"404398674496598016",https://twitter.com/Lars9596/status/404398674496598016
bitcoinsforsale,2013-11-23 16:58,0,0,"1 Btc Physical Bitcoin Paper Wallet (bitnote): http:// bit.ly/1aHBNnY #bitcoin #btc",,,#bitcoin #btc,"404398609937862656",https://twitter.com/bitcoinsforsale/status/404398609937862656
CoinAid,2013-11-23 16:58,0,0,"#Bitcoin s Radical Days Are Over, and will go Mainstream http:// to.cur.lv/BTCnews6",,,#Bitcoin,"404398554791546880",https://twitter.com/CoinAid/status/404398554791546880
DoctorBitcoin,2013-11-23 16:58,1,0,"El dinero fiat sólo tiene un valor porque los estados nos obligan a usarlo. #bitcoin es voluntario y basa su valor en la confianza real.",,,#bitcoin,"404398510285406208",https://twitter.com/DoctorBitcoin/status/404398510285406208
bitcoininfo,2013-11-23 16:57,0,1,"Notes from retail experience (Coupa Cafe in Palo Alto, California) https:// bitcointalk.org/index.php?topi c=344524 … #bitcoin",,,#bitcoin,"404398219914121216",https://twitter.com/bitcoininfo/status/404398219914121216
KuleszaJ,2013-11-23 16:56,0,0,"governmental control of #Bitcoin .... http:// 9gag.com/gag/aeNgAbm?re f=t …",,,#Bitcoin,"404397984726540289",https://twitter.com/KuleszaJ/status/404397984726540289
paradimeshift,2013-11-23 16:55,0,0,"China disengaging from US debt spiral #bitcoin http:// getaddr.bitnodes.io/234/ Im calling Middle East will be next to flee US and into #Bitcoin",,,#bitcoin #Bitcoin,"404397741532389376",https://twitter.com/paradimeshift/status/404397741532389376
HighEndThrift,2013-11-23 16:54,0,0,"Tick tock! #eBay selling #litecoin ! Pay with #bitcoin : http://www. ebay.com/itm/One-day-on ly-1Litecoin-1-LTC-sent-your-Digital-Wallet-Paypal-only-HOT-/221322576417 …",,,#eBay #litecoin #bitcoin,"404397530256924672",https://twitter.com/HighEndThrift/status/404397530256924672
cointicker,2013-11-23 16:54,0,0,"BTC:EUR Latest: Price: 615.00 € #Bitcoin http:// bit.ly/1c1eXrX",,,#Bitcoin,"404397455011115008",https://twitter.com/cointicker/status/404397455011115008
TitaniumHammer,2013-11-23 16:53,0,0,"The same talking heads who trash #gold , now have their new target: a currency not reliant on the government, #bitcoin .",,,#gold #bitcoin,"404397305509728256",https://twitter.com/TitaniumHammer/status/404397305509728256
HighEndThrift,2013-11-23 16:53,0,0,"Check out this! #bitcoin on #eBay : accepting payment in #litecoin or #feathercoin !! http://www. ebay.com/itm/Look-5-Bit coin-BTC-5-sent-your-Digital-Wallet-HOTItemBitcoins-NR-/221321914407 …",,,#bitcoin #eBay #litecoin #feathercoin,"404397209329745920",https://twitter.com/HighEndThrift/status/404397209329745920
DoctorBitcoin,2013-11-23 16:52,3,1,"Cuando la gente me pregunta ¿Y cómo haces para cambiar #bitcoin por dinero de verdad? es que no entienden el concepto de dinero de verdad.",,,#bitcoin,"404397178933624832",https://twitter.com/DoctorBitcoin/status/404397178933624832
yaboybitcoin,2013-11-23 16:52,0,0,"To all my real miners up in dis house, @Newegg crew is takin ya #bitcoins soon so get buildin ya hear. BAMMMMMMMM #Bitcoin #Litecoin",,@Newegg,#bitcoins #Bitcoin #Litecoin,"404397121643614208",https://twitter.com/yaboybitcoin/status/404397121643614208
BuySellBitcoin,2013-11-23 16:50,0,0,"#bitcoin buysellbitco.in bitcoin price in INR, Buy : 53818.00 INR Sell : 49637.00 INR. Buy and sell bitcoin in India",,,#bitcoin,"404396651160154112",https://twitter.com/BuySellBitcoin/status/404396651160154112
fjdsalkfpoa,2013-11-23 16:50,0,0,"It's like THIS SITE SUCKS DICK. #bitcoin http:// leetcoin.com",,,#bitcoin,"404396587746459648",https://twitter.com/fjdsalkfpoa/status/404396587746459648
AlleyWatch,2013-11-23 16:50,5,1,". @Fast_coin ? @@PeercoinPPC ? Bitcoin Opens Door to New Currencies http:// alleywat.ch/1djuqXn via @alleywatch #bitcoin",,@Fast_coin @ @PeercoinPPC @alleywatch,#bitcoin,"404396554716737537",https://twitter.com/AlleyWatch/status/404396554716737537
BitcoinAlerts4U,2013-11-23 16:50,0,0,"MtgoxUSD price changed 2.00% in about 1 hour. Control your own #Bitcoin alerts on http://www. bitcoinalerts4u.com",,,#Bitcoin,"404396506075389952",https://twitter.com/BitcoinAlerts4U/status/404396506075389952
