username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
PaulisSpielzeug,2017-12-08 15:58,2,3,"#Bitcoin #Münze Gold 40mm 26,5 Gramm (Pysische Münze) #Rakuten https://www. rakuten.de/produkt/bitcoi n-muenze-gold-40mm-265-gramm-pysische-muenze-2150847555.html …",,,#Bitcoin #M #Rakuten,"939267994986930177",https://twitter.com/PaulisSpielzeug/status/939267994986930177
Katrin_mazz,2017-12-08 15:47,3,6,"http://www. digibyteguide.com/user-guides/gi fting-digibyte-with-a-paper-wallet/ … #DGB #DigiByte $ DGB #blockchain #BTC #Bitcoin #ETH $ ETH $ LTC $ NEM #EMC2",,,#DGB #DigiByte #blockchain #BTC #Bitcoin #ETH #EMC2,"939265220870066177",https://twitter.com/Katrin_mazz/status/939265220870066177
OddoYEAH,2017-12-08 15:38,1,3,"Fürchterlich! Ich würde mich bereit erklären, dass ich Spenden sammele und diese dem hinterrücks gemeuchelten Migranten zukommen lassen würde. Meine BV nenn ich gerne auf Anfrage! Gerne auch per #Bitcoin Direkttransfer",,,#Bitcoin,"939262959867650048",https://twitter.com/OddoYEAH/status/939262959867650048
socialtrader4u,2017-12-08 15:37,0,1,"Doch mit einer derartigen Schwankung lässt sich keine Zahlung auch nur annähernd abschließen, wenn während des Zahlvorganges #bitcoin Achterbahn fährt. Mehr dazu: auf meiner Facebook- Seite.",,,#bitcoin,"939262654580953088",https://twitter.com/socialtrader4u/status/939262654580953088
socialtrader4u,2017-12-08 15:15,0,2,"Heute wird die #bitcoin vor allem als extreme Anlage gesehen. Denn als Zahlungsmittel lässt sie sich kaum benutzen. Für Händler ist die Situation ein Albtraum. Die wichtigste Funktion einer Währung ist schließlich nicht die Geldanlage - sondern die Benutzung als Zahlungsmittel.",,,#bitcoin,"939257127876558848",https://twitter.com/socialtrader4u/status/939257127876558848
OneGreatDiva,2017-12-08 15:06,3,2,"#FinDom #FinancialDomination Spoil your Goddess #Bitcoin #BTC #Crypto WALLET: 1Hftuf6oGU9LX5GeYrai952f9YeLWCkSaC pic.twitter.com/Mk3e5rSGJx",,,#FinDom #FinancialDomination #Bitcoin #BTC #Crypto,"939255000743768064",https://twitter.com/OneGreatDiva/status/939255000743768064
europecoinEUORG,2017-12-08 14:51,3,9,"endlich mal ein sauber recherchierter, deutscher Artikel, kompliment and den Autor #crypto #Bitcoin #Altcoins $ ERC https://www. krypto-magazin.de/was-ist-europe coin-coin/ …",,,#crypto #Bitcoin #Altcoins,"939251118114332672",https://twitter.com/europecoinEUORG/status/939251118114332672
CeaserValio,2017-12-08 14:01,0,0,"Top 5 #Bitcoin Quotes http:// bit.ly/2iSzTPa Tag: #Inspiration pic.twitter.com/wZRUcnqyb0",,,#Bitcoin #Inspiration,"939238545696415745",https://twitter.com/CeaserValio/status/939238545696415745
_coinsultant,2017-12-08 13:31,1,1,"Heute war ich bei der @heldenstunde und hatte einen guten Dialog über #Bitcoin . Danke, dass ich da sein durfte.",,@heldenstunde,#Bitcoin,"939230906052640768",https://twitter.com/_coinsultant/status/939230906052640768
t3n,2017-12-08 13:17,3,2,"#Bitcoin : Zeitweise konnte über Coinbase nicht gehandelt werden, Hackerangriffe häufen sich. http:// t3n.de/news/bitcoin-2 -884372/ … pic.twitter.com/4CIFntcr1V",,,#Bitcoin,"939227458515161094",https://twitter.com/t3n/status/939227458515161094
aotto1968_2,2017-12-08 12:13,2,3,"GOLD schmiert wegen den #BITCOIN grad so richtig FETT ab… das "Papier-Gold" hat den GOLD das "Genick" gebrochen… GOLD ist gewaltig "unterbewertet"… nützt aber nichts… wenn es kein ECHTEN "Preis" gibt … pic.twitter.com/Cn6StWAGhH",,,#BITCOIN,"939211350357790720",https://twitter.com/aotto1968_2/status/939211350357790720
jimtomic,2017-12-08 11:52,0,0,"Das Fürchterlichste für mich am #bitcoin hype ist, dass jeder Twitterdepp jetzt glaubt beweisen zu müssen, dass er die Sache mit der #Tulpenblase eh kennt (und in Wirklichkeit erst vor 2 Wochen ergoogelt hat).",,,#bitcoin #Tulpenblase,"939206103832891392",https://twitter.com/jimtomic/status/939206103832891392
DasErnstBeste,2017-12-08 11:50,0,0,"Vom #Bitcoin - Hype profitieren genau zwei Gruppen von Menschen: Spekulanten und verplante Darknet-Dealer.",,,#Bitcoin,"939205455636770816",https://twitter.com/DasErnstBeste/status/939205455636770816
