username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
cryptocomp,2014-08-17 17:59,0,0,"CC10: 657.7 CC10x: 166.1 Top 5: #Dogecoin #Bitshares -PTS #Quarkcoin #Bitcoin #Zetacoin http:// cryptocomp.com pic.twitter.com/Y0g4tqjcTQ",,,#Dogecoin #Bitshares #Quarkcoin #Bitcoin #Zetacoin,"501156484101967874",https://twitter.com/cryptocomp/status/501156484101967874
edinarcoin_bwi,2014-08-17 17:58,0,0,"Sign Up For a Free Bitcoin Wallet @http:// Blockchain.info https:// blockchain.info/wallet #tweet4btc #bitcoin #1MFdQQVZLQGH8ANcWwyNhtGFR6GusFatb8",,@http,#tweet4btc #bitcoin #1MFdQQVZLQGH8ANcWwyNhtGFR6GusFatb8,"501156213606727680",https://twitter.com/edinarcoin_bwi/status/501156213606727680
bitcoinagile,2014-08-17 17:58,1,0,"Ethereum and Bitcoin: A tale of two networks. http:// bit.ly/YmhVnX #bitcoin pic.twitter.com/vOLPmH3QlF",,,#bitcoin,"501156130291470336",https://twitter.com/bitcoinagile/status/501156130291470336
SilverWallets,2014-08-17 17:58,0,0,"Getting ice cream with the family. Cashier "That will be $16.50" Me "great can I pay w/ #bitcoin ?" Cashier "Huh". So much work to be done.",,,#bitcoin,"501156081650122752",https://twitter.com/SilverWallets/status/501156081650122752
btc_report,2014-08-17 17:58,0,0,"Bitcoin ATMs Boom: Canada's Big Aspirations, First BTM in Bulgaria and More - CoinTelegraph http:// dlvr.it/6dwqLf #bitcoin #news",,,#bitcoin #news,"501156055137533952",https://twitter.com/btc_report/status/501156055137533952
FluPhotos,2014-08-17 17:57,0,0,"Current Prices $487.749 #btce $498.65 #bitstamp Mine/Buy BTC now http:// goo.gl/Xcq5lM #btc #bitcoin #bitcoinchase #cryptocurrency",,,#btce #bitstamp #btc #bitcoin #bitcoinchase #cryptocurrency,"501155896622211072",https://twitter.com/FluPhotos/status/501155896622211072
mshapiro,2014-08-17 17:57,0,0,"Bitcoin Prices Have Fallen $100 In The Past Week - Business Insider http:// bit.ly/1m9Mxys #bitcoin",,,#bitcoin,"501155799792898049",https://twitter.com/mshapiro/status/501155799792898049
TradingCEX,2014-08-17 17:57,0,0,"I was seldom able to see an opportunity until it had ceased to be one - #Bitcoin #DayTrading",,,#Bitcoin #DayTrading,"501155782722064385",https://twitter.com/TradingCEX/status/501155782722064385
AnnuaireBitcoin,2014-08-17 17:57,0,0,"annuaire Internet pour tous vos sites et vos pages Web ! #bitcoin #gratuit",,,#bitcoin #gratuit,"501155782516543488",https://twitter.com/AnnuaireBitcoin/status/501155782516543488
infowebdeux,2014-08-17 17:57,0,0,"Générer des bitcoins ? C'est pas si compliqué ฿ http:// Bit.ly/BtcGhs #bitcoin #gratuit #soldes",,,#bitcoin #gratuit #soldes,"501155781837094913",https://twitter.com/infowebdeux/status/501155781837094913
BuySellBitcoinR,2014-08-17 17:56,0,0,"buysellbitco.in #bitcoin price in INR, Buy : 30937.00 INR Sell : 29902.00 INR. Buy and sell bitcoin in #India using #buysellbitcoin",,,#bitcoin #India #buysellbitcoin,"501155710894219264",https://twitter.com/BuySellBitcoinR/status/501155710894219264
markfinelli,2014-08-17 17:56,0,1,"Of all the things I'll enjoy going bye-bye in a #bitcoin #3dprinting decentralized world is political correctness. That bs will b worthless",,,#bitcoin #3dprinting,"501155577842925568",https://twitter.com/markfinelli/status/501155577842925568
News_Bitcoin,2014-08-17 17:55,0,0,"Bitcoin Prices Have Fallen $100 In The Past Week: Bitcoin prices have declined $100 in the past week,... http:// binged.it/1pvaa9b #bitcoin",,,#bitcoin,"501155379229642752",https://twitter.com/News_Bitcoin/status/501155379229642752
ryandavidwill,2014-08-17 17:55,0,2,"#Bitcoin may be the solution to federal regulation limiting the use of #mobilepayments in #remittance transactions. #PatriotAct #AML #CFT",,,#Bitcoin #mobilepayments #remittance #PatriotAct #AML #CFT,"501155337257619456",https://twitter.com/ryandavidwill/status/501155337257619456
cryptoticks,2014-08-17 17:55,0,0,"Bitfinex Prices LAST: $498.50 BID: $497.96 ASK: $498.50 VOL: 14651.28 BTC #bitcoin #bitfinex",,,#bitcoin #bitfinex,"501155271251861504",https://twitter.com/cryptoticks/status/501155271251861504
flygary,2014-08-17 17:54,0,0,"Revolutionary MoneyMaking! Build your own Cloud Mining http:// goo.gl/0fjcNv #cryptocurrency #bitcoin #bitcoinhearings #retweet",,,#cryptocurrency #bitcoin #bitcoinhearings #retweet,"501155235789037568",https://twitter.com/flygary/status/501155235789037568
taariqlewis,2014-08-17 17:54,2,0,"The Biggest #Bitcoin Price Resettlement We've Seen in Recently + Weekend Reading: http:// research.digitaltangibletrust.com/the-biggest-bi tcoin-price-resettlement-weve-seen-in-recently-weekend-reading/ …",,,#Bitcoin,"501155232701620227",https://twitter.com/taariqlewis/status/501155232701620227
IBitcoinTV,2014-08-17 17:54,0,0,"#BitcoinMining #Cryptocurrency #Bitcoin : New Bitcoin mining chip could double efficiency http:// tinyurl.com/nuat3sf #HowTo",,,#BitcoinMining #Cryptocurrency #Bitcoin #HowTo,"501155220546543616",https://twitter.com/IBitcoinTV/status/501155220546543616
bitcoinagile,2014-08-17 17:54,1,0,"What's happened to Mt. Gox: #good explanation of #bitcoin transaction malleability bug http:// bitcoinagile.com/23616A/whats-h appened-to-mt-gox-good-explanation-of-bitcoin-transaction-malleability-bug …",,,#good #bitcoin,"501155215937400832",https://twitter.com/bitcoinagile/status/501155215937400832
bozhida4,2014-08-17 17:54,0,0,"First Nighter: Theresa Rebeck's "Poor Behavior"Just Plain Poor http:// pack.li/43j #money #dogecoin #bitcoin #news , #love , #photogra ...",,,#money #dogecoin #bitcoin #news #love #photogra,"501155189957865472",https://twitter.com/bozhida4/status/501155189957865472
bozhida4,2014-08-17 17:54,0,0,"Lousy Work: Will it Break Through as a Political Issue? http:// pack.li/43j #money #dogecoin #bitcoin #news , #love , #photography , #fa ...",,,#money #dogecoin #bitcoin #news #love #photography #fa,"501155187600674816",https://twitter.com/bozhida4/status/501155187600674816
TheRealDogecoin,2014-08-17 17:54,0,0,"First Nighter: Theresa Rebeck's "Poor Behavior"Just Plain Poor http:// lin.io/Dd9p #money #dogecoin #bitcoin #news , #love , #photogra ...",,,#money #dogecoin #bitcoin #news #love #photogra,"501155169355431937",https://twitter.com/TheRealDogecoin/status/501155169355431937
TheRealDogecoin,2014-08-17 17:54,0,0,"Lousy Work: Will it Break Through as a Political Issue? http:// lin.io/Dd9p #money #dogecoin #bitcoin #news , #love , #photography , #fa ...",,,#money #dogecoin #bitcoin #news #love #photography #fa,"501155166436200448",https://twitter.com/TheRealDogecoin/status/501155166436200448
BreakingWOWNews,2014-08-17 17:54,0,0,"Create A Coinbase Account Today https:// coinbase.com/?r=53c8b2ba1a1 f2f059c000006&utm_campaign=user-referral&src=referral-link … #Bitcoin",,,#Bitcoin,"501155154826362880",https://twitter.com/BreakingWOWNews/status/501155154826362880
bitcoin_dealer,2014-08-17 17:54,0,0,"#Bitcoin deal on #Translation , #English #Chinese Save $$ now! http:// bit.ly/1fCWTrP",,,#Bitcoin #Translation #English #Chinese,"501155114716254208",https://twitter.com/bitcoin_dealer/status/501155114716254208
btcgee,2014-08-17 17:54,0,0,"Create a logo for Slicer, a crypto currency for startups: With Slicer, Startup Founders can pay ... http:// bit.ly/1v5VJt9 #btc #bitcoin",,,#btc #bitcoin,"501155055181897728",https://twitter.com/btcgee/status/501155055181897728
AnnuaireBitcoin,2014-08-17 17:54,0,0,"http:// annuairebitcoin.com est un annuaire gratuit Internet de sites web. Liens de retour non obligatoire. liens de qualité #bitcoin #gratuit",,,#bitcoin #gratuit,"501155043152637952",https://twitter.com/AnnuaireBitcoin/status/501155043152637952
