username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
torridluna,2011-07-03 17:58,0,0,"As long as #Wikileaks still support #Bitcoin for donations, I see no reason neglecting it. #ktxbey",,,#Wikileaks #Bitcoin #ktxbey,"87671630117089280",https://twitter.com/torridluna/status/87671630117089280
n074v41L4BL34u,2011-07-03 17:53,0,0,"RT @falkvinge Bitcoin’s Four Drivers: Part 3 – Merchant Trade http://is.gd/plxYbO #bitcoin",,@falkvinge,#bitcoin,"87670267010224129",https://twitter.com/n074v41L4BL34u/status/87670267010224129
bitcoinstats,2011-07-03 17:45,0,0,"#bitcoin #tradehill high: 0, low: 0, avg: 0, vol: 0, last: 15.385, buy: 15.2500000000, sell: 15.3849900000",,,#bitcoin #tradehill,"87668210719129600",https://twitter.com/bitcoinstats/status/87668210719129600
bitcoinstats,2011-07-03 17:45,0,0,"#bitcoin #mtgox hi: 15.689, low: 15.311, avg: 15.484359826, vol: 16800, last: 15.45, buy: 15.43529, sell: 15.46",,,#bitcoin #mtgox,"87668206180904960",https://twitter.com/bitcoinstats/status/87668206180904960
bitcoinpoet,2011-07-03 17:22,0,1,"Speed Bumps on the Road to Virtual Cash: That is the premise of Bitcoin, an open-source virtual currenc... http://bit.ly/iMZfec #bitcoin",,,#bitcoin,"87662428489396224",https://twitter.com/bitcoinpoet/status/87662428489396224
tonyperkinsgo,2011-07-03 17:17,0,0,"0% vs 30% transaction fees. #facebook 's push of their credits system might be the best news ever for #bitcoin ! Compare and contrast ;)",,,#facebook #bitcoin,"87661274468589568",https://twitter.com/tonyperkinsgo/status/87661274468589568
BitCoinReporter,2011-07-03 17:05,4,1,"Bitcoin in the New York Times: "Speed Bumps on the Road to Virtual Cash" http://nyti.ms/iDOZDS #bitcoin",,,#bitcoin,"87658195304189952",https://twitter.com/BitCoinReporter/status/87658195304189952
dclauzel,2011-07-03 17:00,1,1,"C'est quande même cool de retrouver un cours du #bitcoin stable http://j.mp/jWP2zT Maintenant on peut l'utiliser pour le commerce",,,#bitcoin,"87657018814513153",https://twitter.com/dclauzel/status/87657018814513153
BitcoinWatch,2011-07-03 17:00,0,0,"Current BTC value: USD: 14.78/15.29, EUR: 10.23/10.81, GBP: 8.88/9.21, CHF: 12.77/13.52, SLL: 3870/3960 http://bit.ly/Bitcoin #bitcoin",,,#bitcoin,"87656874253631488",https://twitter.com/BitcoinWatch/status/87656874253631488
vaultbit,2011-07-03 16:21,0,0,"Vaultbit.com inches closer to launch for #bitcoin transactions",,,#bitcoin,"87647089978376192",https://twitter.com/vaultbit/status/87647089978376192
bastelfantastic,2011-07-03 16:02,0,0,"New Bitcoin Pool! http:// Bitcoin-Pool.net/en/ 0% fees ! Start mining now! #bitcoin #bitcoins *Pls RT",,,#bitcoin #bitcoins,"87642482367672320",https://twitter.com/bastelfantastic/status/87642482367672320
SpaceLord75,2011-07-03 16:01,0,0,"http://www. nytimes.com/2011/07/04/bus iness/media/04link.html?_r=1 … NYT article on #bitcoin",,,#bitcoin,"87642231380508672",https://twitter.com/SpaceLord75/status/87642231380508672
TiendaOnlineB,2011-07-03 15:53,0,0,"Acabamos de actualizar la tienda. Puedes ver las últimas novedades en http://www. yousobitcoin.eu #Bitcoin #telecirco Brasil-Venezuela",,,#Bitcoin #telecirco,"87640129249886208",https://twitter.com/TiendaOnlineB/status/87640129249886208
khashmeshab,2011-07-03 15:21,0,0,"The easiest way to earn #Bitcoin : Referring new users to Karsha Mobile Payment Interface. https://karsha.biz/?do=ref",,,#Bitcoin,"87631984674865152",https://twitter.com/khashmeshab/status/87631984674865152
bitcoinsonebay,2011-07-03 15:17,0,0,"SAPPHIRE AMD/ATI HD 5830 1GB 100297L - Factory Sealed http://goo.gl/fb/ZX1Qy #bitcoin",,,#bitcoin,"87631032072929280",https://twitter.com/bitcoinsonebay/status/87631032072929280
bitcoinsonebay,2011-07-03 15:17,0,0,"3 Bitcoins BTC (Bitcoin) http://goo.gl/fb/G85cV #bitcoin",,,#bitcoin,"87631031024357377",https://twitter.com/bitcoinsonebay/status/87631031024357377
bitcoinsonebay,2011-07-03 15:17,0,0,"1.0 Bitcoin (BTC) http://goo.gl/fb/7PKKT #bitcoin",,,#bitcoin,"87631029841559552",https://twitter.com/bitcoinsonebay/status/87631029841559552
Bank_Able,2011-07-03 15:16,0,0,"La valeur intrinsèque de #Bitcoin : “It is valuable because it is useful.” http://nyti.ms/mwnsPr via @rosselin cc @Pierrederuelle",,@rosselin @Pierrederuelle,#Bitcoin,"87630935641686017",https://twitter.com/Bank_Able/status/87630935641686017
rosselin,2011-07-03 15:12,0,0,"#bitcoin #monnaie RT @nytimes : Speed Bumps on the Road to Virtual Cash http://nyti.ms/mwnsPr",,@nytimes,#bitcoin #monnaie,"87629800612708353",https://twitter.com/rosselin/status/87629800612708353
jasonbot2000,2011-07-03 15:10,0,0,"Don't know if the hash is just getting easier or what but mining numbers are climbing faster lately #bitcoin http:// yfrog.com/h0d52ip",,,#bitcoin,"87629270939217920",https://twitter.com/jasonbot2000/status/87629270939217920
BitcoinUpdates,2011-07-03 15:06,0,0,"#bitcoin hot off the press, in The New York Times - "Speed Bumps on the Road to Virtual Cash" http://www. nytimes.com/2011/07/04/bus iness/media/04link.html …",,,#bitcoin,"87628267162583040",https://twitter.com/BitcoinUpdates/status/87628267162583040
BitcoinAccident,2011-07-03 14:53,1,0,"Bitcoin Miner Inhales Toxic Fumes From Rig http://www. bitcoinminingaccidents.com/?p=386 #bitcoin #trippingballs",,,#bitcoin #trippingballs,"87625135925899264",https://twitter.com/BitcoinAccident/status/87625135925899264
TileCollapse,2011-07-03 14:51,0,0,"For BTC 3.50: Italian Extra Virgin Olive Oil http://www.bitcoinclassifieds.net/ad/709/ #bitcoin",,,#bitcoin,"87624451335786497",https://twitter.com/TileCollapse/status/87624451335786497
TileCollapse,2011-07-03 14:50,0,0,"For BTC 86: Faux leather jacket, metalic color, silver http://www.bitcoinclassifieds.net/ad/708/ #bitcoin",,,#bitcoin,"87624342871097344",https://twitter.com/TileCollapse/status/87624342871097344
TileCollapse,2011-07-03 14:50,0,0,"For BTC 0.45: IPREDATOR 1-month account http://www.bitcoinclassifieds.net/ad/707/ #bitcoin",,,#bitcoin,"87624228865708033",https://twitter.com/TileCollapse/status/87624228865708033
BitcoinAddict,2011-07-03 14:02,0,0,"'Bitcoin Accepted Here' sign made for vendor, Miner turns rig into organic fruit dehydrator http://www. bitcoinaddict.com/?p=302 #bitcoin",,,#bitcoin,"87612125383634944",https://twitter.com/BitcoinAddict/status/87612125383634944
BitcoinWatch,2011-07-03 14:00,1,0,"#bitcoin exchange rate: USD: 15.28/16.75, EUR: 10.78/11.85, GBP: 9.17/10.27, CHF: 13.20/14.80, SLL: 4000/4337 http://bit.ly/Bitcoin",,,#bitcoin,"87611574558265344",https://twitter.com/BitcoinWatch/status/87611574558265344
khashmeshab,2011-07-03 13:53,0,0,"Karsha referral system is available for both #Bitcoin and #LibertyReserve accounts: https://karsha.biz/?do=ref",,,#Bitcoin #LibertyReserve,"87610018559561728",https://twitter.com/khashmeshab/status/87610018559561728
khashmeshab,2011-07-03 13:47,0,0,"You don't even need a Karsha #Bitcoin account to participate in our great referral system: https://karsha.biz/?do=ref",,,#Bitcoin,"87608531171278848",https://twitter.com/khashmeshab/status/87608531171278848
BitcoinAddict,2011-07-03 13:33,1,1,"At your house, the tooth fairy pays in #bitcoin . (Credit: @hugs )",,@hugs,#bitcoin,"87605013806985216",https://twitter.com/BitcoinAddict/status/87605013806985216
SpaceLord75,2011-07-03 13:26,0,0,"Does it bother you USD is used to finance drugs, child porn, and terrorism? http:// forum.bitcoin.org/index.php?topi c=25538.0 … Brilliant #bitcoin",,,#bitcoin,"87603238362292227",https://twitter.com/SpaceLord75/status/87603238362292227
