username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
AshleyJ_PPH,2012-12-08 16:56,0,0,"NEW: exchange #Bitcoin directly through us to #LibertyReserve , #PerfectMoney , #VouchX , and more! #FZB #spon http:// feedzebirds.com/uv5uk",,,#Bitcoin #LibertyReserve #PerfectMoney #VouchX #FZB #spon,"277562224434896896",https://twitter.com/AshleyJ_PPH/status/277562224434896896
AllBitCoinPools,2012-12-08 16:54,0,0,"PolMine: Odp: ACTA - stop cenzurze oraz inwigilacji ! http:// bit.ly/RLk9sF #bitcoin #mining",,,#bitcoin #mining,"277561942258884609",https://twitter.com/AllBitCoinPools/status/277561942258884609
MPEx1,2012-12-08 16:52,0,0,"3`979 S.MPOE @0.00052899BTC = 2.10485121BTC (= 28.29 USD). 32 #trade #bitcoin #btc #stocks",,@0,#trade #bitcoin #btc #stocks,"277561434269941760",https://twitter.com/MPEx1/status/277561434269941760
MPEx1,2012-12-08 16:52,0,0,"4`321 S.MPOE @0.00052878BTC = 2.28485838BTC (= 30.71 USD). 12 #trade #bitcoin #btc #stocks",,@0,#trade #bitcoin #btc #stocks,"277561432336371712",https://twitter.com/MPEx1/status/277561432336371712
nildicit,2012-12-08 16:50,0,1,"Bitcoin-Central has won the right to operate as a bank. | http:// bbc.in/TOZ5xr | #bitcoin",,,#bitcoin,"277560807439613952",https://twitter.com/nildicit/status/277560807439613952
MPEx1,2012-12-08 16:49,0,0,"11`241 S.MPOE @0.00052637BTC = 5.91692517BTC (= 79.52 USD). 20 #trade #bitcoin #btc #stocks",,@0,#trade #bitcoin #btc #stocks,"277560608289861632",https://twitter.com/MPEx1/status/277560608289861632
SatoshiDICE,2012-12-08 16:49,0,0,"1KJnuFXh just won 16.061 Bitcoins at http:// SatoshiDice.com ! #winning #casino #gambling #bitcoin",,,#winning #casino #gambling #bitcoin,"277560527511752704",https://twitter.com/SatoshiDICE/status/277560527511752704
BTCtweetzer,2012-12-08 16:19,0,0,"I don't understand Bitcoin. [xpost from r/Economics] http:// q.gs/2oZ2J #bitcoin",,,#bitcoin,"277553034094059520",https://twitter.com/BTCtweetzer/status/277553034094059520
BookofNick,2012-12-08 16:09,0,1,"Exciting news for the world of cryptocurrency! Wordpress now taking #Bitcoin !!!: http:// youtu.be/_gtzliroBoA via @youtube @adamkokesh",,@youtube @adamkokesh,#Bitcoin,"277550477653209088",https://twitter.com/BookofNick/status/277550477653209088
BitcoinFS,2012-12-08 16:06,0,0,"New malware disguises itself as Trend Micro component, installs Bitcoin miner to … – The Next Web (blog) http:// j.mp/RL4SrD #bitcoin",,,#bitcoin,"277549625420955649",https://twitter.com/BitcoinFS/status/277549625420955649
BitCoinReporter,2012-12-08 16:05,0,0,"Any way to bet on live events? http:// bit.ly/U4c0v0 #bitcoin",,,#bitcoin,"277549402057502720",https://twitter.com/BitCoinReporter/status/277549402057502720
brettrigby,2012-12-08 16:01,0,1,"I’ve actually spent more time looking into #bitcoin than I perhaps should have done. Can see merit in their work and maybe hope to use it.",,,#bitcoin,"277548517130653697",https://twitter.com/brettrigby/status/277548517130653697
BitcoinWatch,2012-12-08 16:00,1,1,"#bitcoin exchange rate: USD: 13.01/13.55, EUR: 10.16/10.55, GBP: 7.90/8.22, CHF: 12.57/13.35, SLL: 3380/3458 http:// bit.ly/Bitcoin",,,#bitcoin,"277548117375713280",https://twitter.com/BitcoinWatch/status/277548117375713280
digg_kz,2012-12-08 15:54,0,1,"У #Bitcoin появился официальный банк http:// is.gd/QNSp7x Обменник элек-ой валюты http:// Bitcoin-Central.net получил лицензию на банк-кую деят-ость",,,#Bitcoin,"277546769422888961",https://twitter.com/digg_kz/status/277546769422888961
IPv3,2012-12-08 15:48,2,1,"12-12-12 #DNS - #DNSMASQ + #BITCOIN = #DNSD",,,#DNS #DNSMASQ #BITCOIN #DNSD,"277545289429176320",https://twitter.com/IPv3/status/277545289429176320
bitcoinsonebay,2012-12-08 15:46,0,0,"Five Bitcoin (5.00) BTC universal electronic ecurrency! Anonymous Transaction! http:// goo.gl/fb/Hrn6d #bitcoin",,,#bitcoin,"277544701178044417",https://twitter.com/bitcoinsonebay/status/277544701178044417
BitcoinDomains,2012-12-08 15:30,0,0,"FOR SALE: BitcoinBank.fr and other bitcoin-related domains for a variety of industries. http:// bitcoindomainsforsale.blogspot.com #bitcoin #domain #btc",,,#bitcoin #domain #btc,"277540581876568066",https://twitter.com/BitcoinDomains/status/277540581876568066
adrianopmi,2012-12-08 15:28,0,1,"Sign Up For a Free Bitcoin Wallet @http:// Blockchain.info https:// blockchain.info/wallet #tweet4btc #bitcoin #1DSKTcwr9r6zZcj52QEcUE2F5FrDuW9E6q",,@http,#tweet4btc #bitcoin #1DSKTcwr9r6zZcj52QEcUE2F5FrDuW9E6q,"277540269916827649",https://twitter.com/adrianopmi/status/277540269916827649
SatoshiDICE,2012-12-08 16:39,0,0,"1PB53z8B just won 9.034 Bitcoins at http:// SatoshiDice.com ! #winning #casino #gambling #bitcoin",,,#winning #casino #gambling #bitcoin,"277558172871450625",https://twitter.com/SatoshiDICE/status/277558172871450625
bsmuir,2012-12-08 15:26,0,1,"#BitCoin becomes a real bank (& receives an International Bank ID #) - there goes your anonymity... #infosec http:// m.bbc.co.uk/news/technolog y-20641465 …",,,#BitCoin # #infosec,"277539667518304257",https://twitter.com/bsmuir/status/277539667518304257
bitcoininfo,2012-12-08 15:25,0,1,"Free VPS Giveaway http:// ur1.ca/bx8d0 #bitcoin",,,#bitcoin,"277539330883457024",https://twitter.com/bitcoininfo/status/277539330883457024
BTCtweetzer,2012-12-08 15:21,0,0,"Electrum exchange rates. Where do they come from and why are they incorrect? http:// q.gs/2oYJt #bitcoin",,,#bitcoin,"277538499014578176",https://twitter.com/BTCtweetzer/status/277538499014578176
BTCtweetzer,2012-12-08 15:21,0,0,"Will general non-standard transactions ever be allowed? http:// q.gs/2oYJs #bitcoin",,,#bitcoin,"277538498192490496",https://twitter.com/BTCtweetzer/status/277538498192490496
bitcointrading,2012-12-08 15:21,0,0,"Buy my wifes used underware/socks/flip flops http:// bit.ly/11YWxmm #bitcoin #trading #BTC #buysell #forum #official #twitter",,,#bitcoin #trading #BTC #buysell #forum #official #twitter,"277538411961794560",https://twitter.com/bitcointrading/status/277538411961794560
TheRealHodoo,2012-12-08 15:20,0,0,"NEW: exchange #Bitcoin directly through us to #LibertyReserve , #PerfectMoney , #VouchX , and more! #FZB #spon http:// feedzebirds.com/uv5uk",,,#Bitcoin #LibertyReserve #PerfectMoney #VouchX #FZB #spon,"277538257095507968",https://twitter.com/TheRealHodoo/status/277538257095507968
securityaffairs,2012-12-08 15:11,1,0,"Please can you explain what it is and how does the bitcoin work? http:// lnkd.in/R8ieSZ #DeepWeb #Security #bitcoin",,,#DeepWeb #Security #bitcoin,"277535805650640896",https://twitter.com/securityaffairs/status/277535805650640896
BitCoinReporter,2012-12-08 15:05,1,1,"What's the go-to exchange if you want to buy a lot of Bitcoins ($10k worth)? http:// bit.ly/YOTcYi #bitcoin",,,#bitcoin,"277534310406422530",https://twitter.com/BitCoinReporter/status/277534310406422530
BitCoinReporter,2012-12-08 15:05,0,0,"The BitTalk Media Meltdown http:// bit.ly/YOTcYd #bitcoin",,,#bitcoin,"277534305184526337",https://twitter.com/BitCoinReporter/status/277534305184526337
BitcoinFS,2012-12-08 15:04,0,0,"Bitcoins, the Web’s Digital-Only Currency, Will Soon Have Its Own Bank – Tucson Weekly http:// j.mp/RKKt66 #bitcoin",,,#bitcoin,"277534151236808704",https://twitter.com/BitcoinFS/status/277534151236808704
BitcoinWatch,2012-12-08 15:00,1,0,"#bitcoin exchange rate: USD: 13.07/13.56, EUR: 10.22/10.55, GBP: 7.94/8.26, CHF: 12.64/13.35, SLL: 3400/3458 http:// bit.ly/Bitcoin",,,#bitcoin,"277533017726144513",https://twitter.com/BitcoinWatch/status/277533017726144513
marmar8935,2012-12-08 14:49,1,0,"I've been waiting eagerly to hear this: Dollar-Less Iranians Discover Virtual Currency - #Bitcoin http:// buswk.co/Tuo2Ou",,,#Bitcoin,"277530473834618881",https://twitter.com/marmar8935/status/277530473834618881
Twinqel,2012-12-08 14:36,1,1,"#Bitcoin , the digital currency, has won the right to operate as a bank http:// bbc.in/TOZ5xq",,,#Bitcoin,"277527023650496512",https://twitter.com/Twinqel/status/277527023650496512
